name,title,image_src,reports_to,chart_status
Alysa Taylor,"CVP, Cloud & AI Commercial Marketing",https://cdn.theorg.com/5bcd581c-8ce2-4d7d-8c4b-86c2b7d23d94_thumb.jpg,Takeshi Numoto,3
Soraya Scott,"COO, Microsoft UK",https://cdn.theorg.com/a51ab3e7-ecfa-4678-b066-8b9eef545fb3_thumb.jpg,Ralph Haupter,3
Lillian Barnard,"CEO & GM, Microsoft South Africa",https://cdn.theorg.com/5b0aa390-29ca-4e28-a94e-cbd2b34715d9_thumb.jpg,Samer Abu-Ltaif,3
Chiew Khim Lee,"Smart Nation & Digital Government Lead, Singapore",no_match,Andrea Della Mattea,3
Lili Cheng,"CVP, Microsoft AI & Research",https://cdn.theorg.com/cf3f308a-23a1-4b88-ad9b-7ce97e9431a7_thumb.jpg,Mustafa Suleyman,3
Pamela Maynard,"Chief AI Transformation Officer, Customer and Partner Solutions",https://cdn.theorg.com/84cb5af3-6b65-40a8-b5cb-d36d94f342bc_thumb.jpg,Mustafa Suleyman,3
Jonathan Tinter,"CVP, Business Development, Microsoft 365 & Search, Ads, & News",https://cdn.theorg.com/9ba30de0-e71d-4a73-a267-0b8444210898_thumb.jpg,Carolina Dybeck Happe,3
Yannis Paniaras,Principal Design Lead - Microsoft Digital AI Center of Excellence,no_match,Jon Friedman,3
Edvard Hofmann,Sr. Modern Work Specialist,https://cdn.theorg.com/bc8e0142-c614-4fa7-8630-103a20e6d4c8_thumb.jpg,Emma Williams,3
Edvard Hofmann,Sr. Modern Work Specialist,https://cdn.theorg.com/bc8e0142-c614-4fa7-8630-103a20e6d4c8_thumb.jpg,Emma Williams,3
Noelle Walsh,"CVP, Cloud Operations & Innovation",https://cdn.theorg.com/fa2cd2cd-daca-4396-a4e5-4c1ebf704ca4_thumb.jpg,Kirk Koenigsbauer,4
Tom Robertson,"CVP, Deputy General Counsel, Experiences & Devices Group",https://cdn.theorg.com/0103f463-2325-44c0-bacb-93ba1bee7648_thumb.jpg,Kirk Koenigsbauer,4
Manik Gupta,"CVP, Teams",https://cdn.theorg.com/a96daeb5-5671-4d07-b0c6-ab696c110a06_thumb.jpg,Jeff Teper,3
Charles Lamanna,"CVP, Citizen Applications Platform",https://cdn.theorg.com/38b4fa08-c318-44e4-b4a2-a4db60acf07e_thumb.jpg,Jeff Teper,3
Roanne Sones,"CVP, OS Platforms",no_match,Jeff Teper,3
Bernando Caldas,"VP, Program Management",no_match,Roanne Sones,4
Greg Cusanza,Principal Program Manager,no_match,Bernando Caldas,5
Erica Millado,Senior Program Manager,https://cdn.theorg.com/12cf9f94-fc11-476f-877a-131f0e0a45c6_thumb.jpg,Greg Cusanza,6
Ronel Vosloo,Sr Program Manager Fasttrack For Azure,no_match,Greg Cusanza,6
Lorraine Bardeen,"Corporate VP & CTO, Industry Solutions",https://cdn.theorg.com/87191923-f635-4615-a41c-228cb2b33800_thumb.jpg,Deb Cupp,4
David Willis,"Corporate Vice President, U.S., One Commercial Partner Group",no_match,Deb Cupp,4
Eric Horvitz,Chief Scientific Officer,https://cdn.theorg.com/d083f5d4-35c1-4bc7-856c-ca3f0f543fda_thumb.jpg,Deb Cupp,4
David Rhew,"Chief Medical Officer & VP, Healthcare, Worldwide Commercial Business",https://cdn.theorg.com/c471c029-dafb-4e29-bc4c-49a1ef4b5447_thumb.jpg,Deb Cupp,4
Michael Schwarz,"Corporate Vice President, Microsoft Research & Chief Economist",https://cdn.theorg.com/e885e5c8-3370-4e4f-9a80-4f5adcee3ae4_thumb.jpg,Deb Cupp,4
Richard Qian,"CVP, AI & Technology",https://cdn.theorg.com/52618a5c-8085-49af-82b6-14f05dcb8ed2_thumb.jpg,Deb Cupp,4
William Borden,"CVP, Worldwide Financial Services",https://cdn.theorg.com/c7296dad-1048-403e-9569-98b544697cf5_thumb.jpg,Deb Cupp,4
Eduardo Kassner,"Chief Data Officer & General Manager, US SDP, Customer Success Data & AI Team",https://cdn.theorg.com/c0e9eff4-e22a-45d8-90bb-bbb307aeb444_thumb.jpg,Yvonne Chebib Brao,4
Toby Richards,"Sr. Director, Customer Success Strategy, Data & Technology",no_match,Yvonne Chebib Brao,4
Garrett Clarke,"Managing Director, Strategic Partnerships",no_match,Nick Parker,4
Alejandro Kozin,"Managing Director, Strategic Partnerships - Digital Natives & Isvs",https://cdn.theorg.com/ef8ed445-5159-44bc-bcff-c55f44b2bb7c_thumb.jpg,Nick Parker,4
Angelo Pileggi,Director Of Digital Sales,https://cdn.theorg.com/b6249327-475d-43c9-8bcc-7ad676a14b5b_thumb.jpg,David Willis,5
Gwenael Bellec,"Director, Sales Enablement",https://cdn.theorg.com/4abe8365-d351-4c5f-a885-8722e1bd977f_thumb.jpg,David Willis,5
Wale Olokodana,Regional Support Sales & Enablement Director (americas),https://cdn.theorg.com/fbf7094f-a58d-484a-8fe8-c5ed2af1dc88_thumb.jpg,David Willis,5
James McKellar II,Sr. Business Strategy Manager (global Partner Enablement),https://cdn.theorg.com/684a540f-9f95-47a6-8e84-da64b939a6ac_thumb.jpg,David Willis,5
Donna Little,"Sr. Director, Sales Excellence",no_match,David Willis,5
Demi Pissanos,"Director, US Go To Market Strategy, Device Partner Sales",no_match,David Willis,5
Juliane Parsons,"Director Business Management & Sales Enablement Lead, Commercial Sales Excellence",no_match,David Willis,5
Akash Srikewal,"Global Director Business Strategy, Strategy And Operations, Commercial Solution Areas",https://cdn.theorg.com/511d6d7e-64bb-4304-b03a-d30bca2bd0de_thumb.jpg,David Willis,5
Serina David Shetty,"Director, Business Development, Data, AI And Emerging Technologies",no_match,David Willis,5
Bryan Tomlinson,Partner Sales Lead - Accenture-avanade/microsoft Alliance,https://cdn.theorg.com/86e62687-9299-4e34-8a0f-7ee0b9c40208_thumb.jpg,David Willis,5
Harish Varma Sachidanandan,Senior Director - Corporate Business Development,https://cdn.theorg.com/97cc303f-2af0-4ccb-bdb4-ed949cc4361b_thumb.jpg,David Willis,5
Marcel Garaud,"General Manager, Business Development",https://cdn.theorg.com/5ac40006-f130-41b6-bed9-f2f942a9fed3_thumb.jpg,David Willis,5
Brendan McCabe,"Director, Enterprise Commercial Business - Pacific West",no_match,David Willis,5
Merle Fernandez,"Sales Excellence Director - Global Partner Solutions At Microsoft Americas (us, Canada & Latam)",no_match,David Willis,5
Geethike de Silva,Director - Azure Core Sales - Energy Industry,no_match,David Willis,5
